genome_name	genome	taxonomy	K03639	K20967	K03637	K03635	K21142	K03831	K03638	K15376	K03750	K07141	K13818	K03752	K03636	K21232	K04487	K21028	K11996	K21029	K21147	K15631	K20625	K08356	K08351	K16964	K07306	K10700	K22341	K22516	K22015	K05299	K00123	K08348	K18558	K00201	K02567	K00367	K00370	K00372	K03934	K18361	K08352	K23302	K24713	K17050	K21307	K17219	K07812	K07811	K08357	K07309	K07147	K10534	K05301	K00387	K17225	K03738	K11389	K19515	K00157	K09842	K12528	K03520	K11817	K22417	K04108	K24716	K16877	K19187	K18020	K19820	K20171	K07303	K07469	K20447	K20448	K13482	K00106	K11177	K00087	K18030	K02588	K02586	K02591	K22896	K22897	K22898	K22899	K00531	K02587	K02592	K02585	K00947	K15790	K02018	K02017	K02020	K15496	K15497	K15495	K05773	K06857	K05772
Archaea_Euryarchaeota_Methanomicrobia_Methanocellales_Methanocellaceae_Methanocella_sp._RC_I_Manual_curation_by_Zhe_Lv	GCA_000011005.1	Euryarchaeota	5.7999999999999994e-95		7.2e-63	7.0999999999999994e-40			9.999999999999999e-62		2.8000000000000002e-129			1.2e-50	1e-13		9.6e-185			1.2000000000000002e-21										0.0						1.9000000000000002e-181																	1.8e-44					1.1e-192																																			1.4e-126	3.1e-109		3e-48		1.5e-51		3.3999999999999997e-74		6.8e-87	5.4e-93	1.6e-107
Archaea_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanocorpusculaceae_Methanocorpusculum_labreanum_Z	GCA_000015765.1	Euryarchaeota	1.3e-96		6.8e-62	8.8e-39			4e-67		1.3e-96			5.699999999999999e-42	2.8000000000000004e-21		1.4e-182			1.3e-86										3.0999999999999998e-74						1.8000000000000002e-163																						2.3e-225																																	5.299999999999999e-40		2.5999999999999998e-141	8.2e-102					5.5e-83	4.1999999999999994e-104	9e-84	1.7e-87		6.600000000000001e-110
Archaea_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoculleus_bourgensis_MS2	GCA_000304355.2	Euryarchaeota	1.6e-98		4.3e-60	6.4e-50			2.2000000000000002e-70		4.1e-118			5.3e-49	4e-17		1.3e-178			7.299999999999999e-89										0.0						7.999999999999999e-168																			1e-08																																				2.1e-48		5.3e-142	1.9e-114		8.899999999999999e-104	2.6e-93	2.6e-71	6.9e-84	5.399999999999999e-119	6.7e-94	3e-82	2.5e-94	3.7e-116
Archaea_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanofollis_liminatans_GKZPZ_DSM_4140	GCA_000275865.1	Euryarchaeota	3.2e-94		1.4e-62	1.1e-45			6.200000000000001e-73		8.5e-130			1.3999999999999999e-45	6.300000000000001e-21		1.3e-181			4.5e-92										0.0						2.4e-173																			2e-08			1.2e-215																									0.0	0.0	0.0						4.7e-46	1.2e-159	6e-141	7.1e-108		4.1e-80	8.1e-97	2.0999999999999997e-68	3.6e-90	3.6e-112	5.2999999999999996e-104	4.2e-83		1.7e-116
Archaea_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoplanus_petrolearius_DSM_11571_chromosome	GCA_000147875.1	Euryarchaeota	5.4e-89		1.3e-66		1.5000000000000001e-21		4.4e-64		5.299999999999999e-91			3.2e-46			4.200000000000001e-185													0.0						8.3e-174																																															0.0	0.0	0.0						8.999999999999999e-42	1.7e-156	5e-141			4.1e-78	3.5e-112	4.1e-73		5.299999999999999e-126				
Archaea_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanoregulaceae_Candidatus_Methanoregula_boonei_6A8	GCA_000017625.1	Euryarchaeota	9.5e-94		1.7e-62	3.4e-41			1.8999999999999998e-68		2.4e-114			4.0000000000000004e-47	5.1e-16		2.5e-184			6.6e-90										1.7e-215						1.5e-152																	3.6e-33																														0.0	0.0	0.0						5.299999999999999e-170	3.2e-157	2.3e-139			4.7999999999999997e-91	1.2e-83	8.3e-14						
Archaea_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanoregulaceae_Candidatus_Methanosphaerula_palustris_E1_9c	GCA_000021965.1	Euryarchaeota	3.6e-88		8.6e-60	5.6e-49			1.1e-63		4e-109			3e-43	5.7e-17		2.8e-136		2.3e-115	7.1e-85										0.0						1.1e-152																	6.1e-25					9.4e-219																									0.0	0.0	0.0						5.6e-44	1.9000000000000002e-160	1.5e-138			9.500000000000001e-79	1.4e-81	2.2e-50				2.3000000000000002e-80		4e-154
Archaea_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanospirillaceae_Methanospirillum_hungatei_JF_1	GCA_000013445.1	Euryarchaeota	5.499999999999999e-90		1.2e-57	2.2e-39			1.9e-64		5.1999999999999994e-104			7.5e-42	3.3e-11		5.3000000000000004e-185			7.099999999999999e-82										8.5e-296						1.1e-167																						2.7e-137																																			5.6e-139	5e-113		1.8999999999999997e-89	1.6e-77	7.099999999999999e-60		2.7e-124		1.5e-87	5.9999999999999995e-90	1.4e-102
Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosaetaceae_Methanosaeta_thermophila_PT	GCA_000014945.1	Euryarchaeota	1e-13		6.9e-60	9.999999999999999e-43			8.1e-53		2.9000000000000005e-132			1.4e-49	2.4e-19		3.5e-190			1.1e-84									1.7999999999999998e-267	3.1e-262		0.0				2.8e-128																						6.2e-153																																			2.6e-143									1.5e-84	3.9e-91	2.3e-110
Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanococcoides_burtonii_DSM_6242	GCA_000013725.1	Euryarchaeota	1.2e-13		1.7e-62	7.4e-38			1.2e-64		2.9e-121				5.9000000000000005e-27		5e-138																			5.3e-130																	1.8999999999999998e-34																																								4.5e-07			8.7e-86		1.6e-81						
Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanohalobium_evestigatum_Z_7303_chromosome	GCA_000196655.1	Euryarchaeota	3.0999999999999996e-89		3.7e-61		1.7999999999999998e-40		1.5e-69		5.3e-130			1.9e-46	2.7e-20		2.7e-181			6.2e-87	4.5e-27															6.1e-122																	1.6e-41					3.1e-180	1.2e-262																																		4.2e-142						4.1999999999999995e-95	1.4e-125	3.3000000000000004e-103			
Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanohalophilus_mahii_DSM_5219_chromosome	GCA_000025865.1	Euryarchaeota	1.0999999999999999e-89		6.3e-61	3.4e-41			3.8e-65		6.6e-122			2.3000000000000003e-47	2.2e-16		2.6999999999999997e-180	4.3e-155		1.4e-87																5.6e-131																	7.9e-33																																								8.499999999999999e-147			3.4000000000000003e-88	1.2e-114	1.8e-84						
Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanolobus_psychrophilus_R15	GCA_000306725.1	Euryarchaeota	1.1999999999999999e-90		4e-63	3.5999999999999996e-42			4e-65		8.6e-130			1.7e-45	8.8e-21		8.3e-178	4e-154		1.7000000000000002e-85										2.7e-56						8.9e-130																						5e-192																									0.0	0.0	0.0						4.4e-182	8.200000000000001e-166	1.4e-146			7.8e-86	2e-114	1.1e-83						
Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanomethylovorans_hollandica_DSM_15978	GCA_000328665.1	Euryarchaeota	7.299999999999999e-89		6.0999999999999994e-61	2.3000000000000003e-43			6e-66		4.3000000000000003e-116			7.8e-50	9.8e-21		9.2e-180			6.2000000000000005e-86																4.3e-158																	1e-35					1.3e-187																																			4.1e-146			2.7e-85	6.999999999999999e-113	6.900000000000001e-70						
Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanosalsum_zhilinae_WeN5_DSM_404017	GCA_000217995.1	Euryarchaeota	1.6e-89		4.7e-65	8.399999999999999e-40			2.1999999999999997e-62		2.9e-130			7.5e-42	1e-19		1.3e-183	2.9e-155		1.0999999999999999e-91																5.1e-124																						7.7e-143																																			7.8e-146									4.1999999999999995e-89	2.2e-88	4.8e-120
Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_uncultured_Methanosarcinales_sp._ANME_2D_ANME_V10	GCA_000685155.1	Euryarchaeota	1e-85		2e-62	7.4e-41			6.700000000000001e-64		1.9e-88			1.7e-46	2.9e-17		8.3e-153													3.4999999999999998e-40						2.4999999999999997e-115			2.2e-184				4.3e-182										1.1e-40					9.4e-211																									0.0	0.0	0.0								1.6e-120									6.3000000000000004e-80	6.4e-88	9.9e-112
Archaea_Euryarchaeota_Methanomicrobia_unclassified_Methanomicrobia_Candidatus_Methanomassiliicoccus_intestinalis_Issoire_Mx1	GCA_000404225.1	Euryarchaeota													2.1e-10		6.6e-162			3.1e-81																																																																									1e-171											
Archaea_Euryarchaeota_Methanopyri_Methanopyrales_Methanopyraceae_Methanopyrus_kandleri_AV19	GCA_000007185.1	Euryarchaeota	1e-75		4.3e-49				1.9000000000000002e-58		4.7e-105	5.9e-22		1.1e-21						4e-10										6.800000000000001e-276						5.7e-183																																																									5.9999999999999995e-90			8.7e-51		1.4e-64						
Archaea_Euryarchaeota_Thermococci_Thermococcales_Thermococcaceae_Palaeococcus_pacificus_DY20341	GCA_000725425.1	Euryarchaeota	3e-96		1.4e-66		7.4e-51		4.7000000000000004e-66		8.700000000000001e-122			2.9e-41	4.4e-10		1.0999999999999999e-128			1.4e-75										0.0													6.9e-128															1.1e-236	1.1e-296																																											1.4999999999999998e-67	1.1e-99	1.5e-105
Archaea_Euryarchaeota_Thermococci_Thermococcales_Thermococcaceae_Pyrococcus_furiosus_DSM_3638	GCA_000007305.1	Euryarchaeota	4e-98		4.4e-68	2.9999999999999997e-53			3.8e-56		5.7e-131			7.8e-45	7.2e-10					1.2e-69										4.2e-271													1.5e-127															3.4999999999999995e-207	7.5e-296																																								1.4999999999999998e-89	8.199999999999999e-136	4.4e-108			
Archaea_Euryarchaeota_Thermococci_Thermococcales_Thermococcaceae_Thermococcus_kodakarensis_KOD1	GCA_000009965.1	Euryarchaeota	8.1e-99		4.5999999999999996e-69	4.2999999999999994e-54			7e-62		1.1e-144			8.499999999999999e-45	1.5e-18					1.8e-82										0.0													2.0000000000000002e-129															2.9e-206	4.5e-297																																					3.9e-72		1.2e-53	2.2e-90	3.7000000000000003e-122	1.1e-108			
Archaea_Euryarchaeota_Thermoplasmata_Methanomassiliicoccales_Methanomassiliicoccaceae_Candidatus_Methanomethylophilus_alvus_Mx1201	GCA_000300255.2	Euryarchaeota															2.4e-132			9e-30																																																																									7.800000000000001e-169			8.8e-84								
Archaea_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Ferroplasmaceae_Ferroplasma_acidarmanus_Fer1	GCA_000152265.2	Euryarchaeota	6.800000000000001e-88		1.8e-52	2.6e-50			3.5e-35		6.2e-80	5.6e-44		2.1e-16		1.9e-16				6.7e-84										9.5e-206			0.0																				9.7e-32											2.1e-158																																								
Archaea_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Picrophilaceae_Picrophilus_torridus_DSM_9790	GCA_000008265.1	Euryarchaeota	1.2999999999999999e-82		1.2e-51	1.2e-47			1.6000000000000002e-35		6e-93	2e-34		2e-14		4.6e-17				1.7e-75													0.0																				2.6e-31											2.1000000000000002e-179																																								
Archaea_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Thermoplasmataceae_Thermoplasma_acidophilum_DSM_1728	GCA_000195915.1	Euryarchaeota	2.2e-83		1.6e-49	7.7e-49	1.4e-19		1.4999999999999999e-40		2.1999999999999998e-119			5.499999999999999e-23	1.7e-06					2.6e-85										2.0000000000000001e-283			0.0																				1.8e-32					2.3e-158																																									3.9e-59	3.3e-68	7.199999999999999e-74			
Archaea_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Thermoplasmatales_archaeon_BRNA1	GCA_000350305.1	Euryarchaeota															7.2e-169			5.6e-17																																																																									2.5000000000000004e-35			2.5e-80								
Archaea_Euryarchaeota_unclassified_Euryarchaeota_Aciduliprofundum_boonei_T469_chromosome	GCA_000025665.1	Euryarchaeota	4.8e-98		1.3999999999999998e-54	3.4999999999999997e-25			3.1e-61		1.2999999999999999e-134			6.9e-21	4.7e-13					2.7999999999999997e-68									0.0														5.4e-105															3.5e-210																																									1.7999999999999999e-93	4.7e-117	5.9e-98			
Archaea_Euryarchaeota_unclassified_Euryarchaeota_Marine_Group_II_uncultured_marine_group_II_euryarchaeote	GCA_000246735.1	Euryarchaeota	3.6e-91		6.9e-45	3e-41	1.1e-10	2.2e-92			8.7e-131	2.7e-28		3.2e-13						9.800000000000001e-27	2.5e-124												3.3e-87																																		5.9e-216																																					
Archaea_Hadesarchaea_archaeon_YNP_45	GCA_001515205.2	Hadesarchaea	8.8e-102		5.4e-57	5.9e-32			5.000000000000001e-66		3e-132	4.2e-56		3.4e-28	6.1e-14		6.4e-174		2.9e-112																								5.1e-199										1.5e-30					3.7000000000000004e-195					3.2e-275																		3e-274																					4.7e-68	1.2e-92	2.7e-107
Archaea_Korarchaeota_Candidatus_Korarchaeum_cryptofilum_OPF8	GCA_000019605.1	Korarchaeota	3.5e-84		6.7e-54	8e-38			1.8e-62		9.3e-127			1.9e-45	1.3e-09		4.4e-123			1.1e-57																							3.9e-99															6.3e-143																																			1.1e-09						1.1999999999999999e-82	2.3e-114	7.7e-93			
Archaea_Nanoarchaeota_Nanoarchaeum_equitans_Kin4_M	GCA_000008085.1	Nanoarchaeota																		3.2e-15																																																																																				
Archaea_Parvarchaeota_ARMAN_Candidatus_Micrarchaeum_acidiphilum_ARMAN2	GCA_009387755.1	Parvarchaeota	4.6e-30																																																													1.7999999999999997e-189																																								
Archaea_Thaumarchaeota_CSP1_1	GCA_001443365.1	Thaumarchaeota															1.1000000000000002e-173																																																																																							
Archaea_Thaumarchaeota_Cenarchaeales_Cenarchaeaceae_Cenarchaeum_symbiosum_A.	GCA_000200715.1	Thaumarchaeota													1.9e-18		3.2e-133			1.1e-94																																																																																				
Archaea_Thaumarchaeota_Nitrosopumilales_Nitrosopumilaceae_Candidatus_Nitrosopumilus_koreensis_AR1	GCA_000299365.1	Thaumarchaeota															2.1999999999999998e-172																																																																																							
Archaea_Thaumarchaeota_Nitrosopumilales_Nitrosopumilaceae_Nitrosopumilus_sp._MY1_MY1	GCA_000220175.2	Thaumarchaeota															2e-170			1.7e-92																																																																																				
Archaea_Thaumarchaeota_Nitrososphaerales_Nitrososphaeraceae_Nitrososphaera_viennensis_EN76	GCA_000698785.1	Thaumarchaeota															1.2e-173			5.6e-98																																			8.5e-06																																																	
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Candidatus_Caldiarchaeum_subterraneum	GCA_000270325.1	Thaumarchaeota	3.2e-128		1.0000000000000001e-47		4.9e-30		3.1e-59		2.6e-102	1.9e-38		1.9e-11	1.2e-10				1.1e-155	1.1e-64													1.8000000000000001e-208						5.4e-79												7e-244		5.6e-30					9.7e-135						0.0													1.2e-96				6.8e-244																		3.9000000000000004e-26	6.8e-54	2.5e-28			
Bacteria_Acidobacteria_RBG_13_Acidobacteria_68_16	GCA_001766905.1	Acidobacteria										3.4e-28					1.4e-174															1.8e-158																																										1.4999999999999999e-174	5.3000000000000005e-269						5.7e-214																							
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_61_28	GCA_001767035.1	Acidobacteria	3.1000000000000003e-121		4.1000000000000005e-79		4.9e-83	6.6e-58			5.9e-137	8.3e-59		7.7e-52	5.3e-15				5.4e-150													6.1e-213							2.8e-178														4.6e-146				4.5e-129							0.0																5.8e-193	4.8000000000000006e-217	1.7999999999999999e-242														1.8e-96	5.4e-107							1.5e-43
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_65_29	GCA_001767435.1	Acidobacteria	1.1999999999999999e-113		6.1e-81		1.5e-50		1.1e-78		1.3e-52			1.3e-43	2.5e-19		1.9e-155				1.2e-140	2.5e-149										1.1e-302		5.6000000000000005e-59					1.6e-176				4.1e-114	4.4999999999999995e-134									2.9e-19				3.2e-164							2.1e-301										6.700000000000001e-252							2.4999999999999998e-197	6.2e-206														1.6e-81	2.2e-113	3.5e-77						
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_67_21	GCA_001767195.1	Acidobacteria	2.7e-120		2.8e-75	1.2e-53	9.899999999999999e-24		6.8e-75		2.6999999999999997e-138	1.1e-58		1.2999999999999998e-42	8.1e-20		3.1e-182		3.2999999999999997e-149	2.5999999999999997e-40		2.4999999999999998e-147								6.1e-97							0.0		4.4e-179	2.3e-258			1.5e-118	1.2e-138									3.1e-148		3.1e-116	7.6e-62	1.1e-155							0.0										9.500000000000001e-259	9.100000000000001e-248						1.2e-184	8.3e-20														5.3e-77	2.5000000000000002e-105	3.6000000000000002e-65						
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_68_18	GCA_001767065.1	Acidobacteria	9.5e-117		5.400000000000001e-75		3.1e-23		3.7e-78		1.8999999999999998e-134	5e-59		8.7e-47			7.9e-198				9.200000000000001e-144	2.1e-151										6.9e-300		7.3e-59			0.0		1.8e-182				1.4e-122	1.4e-138									7e-147		4.7e-69		4.4999999999999996e-152							1.1e-255													3.7e-120				2.1e-187	1.1e-205														4.6e-78		1.2000000000000001e-29						
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_65_11	GCA_001767495.1	Acidobacteria			9.7e-84		6.8e-21		5.2e-81		2.5e-136			1.2e-47	4.2e-17		5.900000000000001e-169				1.6e-142																		4.6e-57	0.0			9.700000000000001e-117										3.2e-49		3.2e-65																			4.5999999999999996e-262								8e-203														6.4e-77	1.6e-113	2.3e-68						
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_66_21	GCA_001767455.1	Acidobacteria	4.7e-10		2e-81		2.2e-23		2.3e-75		9e-136	3.2e-51		2.7e-46	1e-16		4.7e-171			2.6e-64	2e-149						3.8e-277					1.4e-84		0.0					0.0	3.3e-271			2.3999999999999998e-119	1.6000000000000002e-97									3.3e-144					6.599999999999999e-137																3.1000000000000003e-185	1.8999999999999997e-285					1.5e-209	6.7e-188	1.4999999999999998e-221														3.6e-84	2e-93	2.2999999999999998e-69						7.5e-82
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_67_14b	GCA_001768615.1	Acidobacteria	1.4e-115		1.1e-82		4.3999999999999993e-54		8.2e-73		2e-137	3.4e-44		5.1e-41	3.5e-07		6.2e-173				2.3e-149	9.3e-153											0.0	6.5e-60			0.0						2.3000000000000002e-164										3.7e-38		3.1e-113		2.9e-166	7.9e-113						3.6e-265																2.1e-203	4.2e-145	2.7e-205														2.8999999999999997e-84	2.5e-87							1.8e-78
Bacteria_Actinobacteria_Actinobacteria_Acidimicrobidae_Acidimicrobiales_Acidimicrobineae_Acidimicrobiaceae_Acidimicrobium_ferrooxidans_DSM_10331	GCA_000023265.1	Actinobacteria	9.999999999999999e-135		1.7000000000000002e-79	1.4e-38		3.7e-46			2.5e-138	7.9e-40		9.3e-15	9.2e-19		5.1e-86				6.2e-133												0.0										2.4e-149										2.5e-28											3.2e-280																																	5e-76		2.4e-63		1.4999999999999998e-60			
Bacteria_Actinobacteria_Actinobacteria_Acidimicrobidae_Acidimicrobiales_Acidimicrobineae_Acidimicrobiaceae_Ilumatobacter_coccineum_YM16_304	GCA_000348785.1	Actinobacteria	3e-130		3.7e-80	1.1e-49		1.8e-46			1.7000000000000002e-132	5.2e-48		3.3e-43	2.6e-18		1e-136				1.4999999999999998e-126									1.7e-211		2e-82											3e-137										1.2e-31		1.1e-45									6.8e-278										4.4e-229	2.2e-249						3.1e-194															3.3e-100	6.899999999999999e-120	2.4e-62						
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinobaculum_schaalii_CCUG_27420	GCA_000724605.1	Actinobacteria									1.8e-126																																																																																													
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinomyces_naeslundii_Howell_279_ATCC_12104	GCA_000285995.1	Actinobacteria	1.3000000000000002e-129		2.3e-65	1.5e-45		8.399999999999999e-42			7.3e-10			6.6e-20			2.4000000000000003e-123				1.7e-136																		0.0														1.6e-48																																											5.2000000000000005e-167		1.1000000000000002e-59						
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinomyces_sp._oral_taxon_170_str._F0386	GCA_000195595.1	Actinobacteria	1e-127		2.2e-63	1.1e-44		1.9e-41			2.6999999999999997e-119			2.7e-20	1.8e-24		8.000000000000001e-129				3.6e-39																		0.0														5e-51																																											7e-167		3.8e-62						
