genome_name	genome	taxonomy	temperature	oxygen	pH	habitat	habitat_diversity
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Nakamurellaceae_Nakamurella_multipartita_DSM_44233	GCA_000024365.1	Actinobacteria	34.19189838	aerobe	6.38538	Terrestrial	14.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Glycomycineae_Glycomycetaceae_Stackebrandtia_nassauensis_DSM_44728	GCA_000024545.1	Actinobacteria	26.62502722	aerobe	6.0592813	Terrestrial	7.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Kineosporiineae_Kineosporiaceae_Kineococcus_radiotolerans_SRS30216	GCA_000017305.1	Actinobacteria	34.79162834	aerobe	5.9834037	Terrestrial	20.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Beutenbergiaceae_Beutenbergia_cavernae_DSM_12333	GCA_000023105.1	Actinobacteria	31.83452554	aerobe	6.442895	Terrestrial	18.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Actinotalea_ferrariae_CF5_4	GCA_000603945.1	Actinobacteria	38.83581543	aerobe	5.8385653	Terrestrial	19.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Cellulomonas_flavigena_DSM_20109	GCA_000092865.1	Actinobacteria	41.8613009	aerobe	6.5293612	Terrestrial	19.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermabacteraceae_Brachybacterium_faecium_DSM_4810	GCA_000023405.1	Actinobacteria	27.80827598	aerobe	6.4755487	Terrestrial	24.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermabacteraceae_Dermabacter_sp._HFH0086	GCA_000413375.1	Actinobacteria	27.52759902	anaerobe	6.045579	Terrestrial	23.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermacoccaceae_Dermacoccus_nishinomiyaensis_M25	GCA_000725405.1	Actinobacteria	26.0681827	aerobe	6.9501	Terrestrial	19.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermacoccaceae_Kytococcus_sedentarius_DSM_20547	GCA_000023925.1	Actinobacteria	30.24020758	anaerobe	6.8195224	Terrestrial	24.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Austwickia_chelonae_NBRC_105200	GCA_000298175.1	Actinobacteria	34.28346836	aerobe	6.8639574	Terrestrial	18.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Kineosphaera_limosa_NBRC_100340	GCA_000298215.1	Actinobacteria	33.72958741	aerobe	6.218414	Terrestrial	17.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Mobilicoccus_pelagius_NBRC_104925	GCA_000247995.2	Actinobacteria	32.03488733	anaerobe	5.8077536	Terrestrial	17.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Intrasporangium_calvum_DSM_43043	GCA_000184685.1	Actinobacteria	32.47124934	aerobe	6.5647883	Terrestrial	17.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Janibacter_sp._HTCC2649	GCA_000152705.1	Actinobacteria	27.31349513	aerobe	5.5251803	Terrestrial	15.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Tetrasphaera_elongata_DSM_14184	GCA_000367525.2	Actinobacteria	29.77966769	aerobe	6.5555835		
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Jonesiaceae_Jonesia_denitrificans_DSM_20603	GCA_000024065.1	Actinobacteria	36.70566083	anaerobe	6.7912602	Terrestrial	24.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382	GCA_000069225.1	Actinobacteria	33.21704202	anaerobe	6.3851924		
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Curtobacterium_flaccumfaciens_UCD_AKU	GCA_000349565.1	Actinobacteria	32.91108186	anaerobe	5.428979	Terrestrial	22.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Curtobacterium_sp._9128	GCA_900086645.1	Actinobacteria	31.1547358	aerobe	6.709145	Terrestrial	24.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Leifsonia_xyli_xyli_CTCB07	GCA_000007665.1	Actinobacteria	28.04788474	anaerobe	7.3776045	Terrestrial	22.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Arthrobacter_phenanthrenivorans_Sphe3	GCA_000189535.1	Actinobacteria	30.38273077	aerobe	6.5390306	Terrestrial	21.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Kocuria_rhizophila_DC2201	GCA_000010285.1	Actinobacteria	34.04676997	aerobe	5.983121	Terrestrial	28.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Micrococcus_luteus_NCTC_2665	GCA_000023205.1	Actinobacteria	35.32403555	aerobe	6.487505	Terrestrial	24.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Renibacterium_salmoninarum_ATCC_33209	GCA_000018885.1	Actinobacteria	27.7476033	aerobe	5.577785		
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Isoptericola_variabilis_225	GCA_000215105.1	Actinobacteria	39.46632889	anaerobe	7.112629	Terrestrial	18.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Xylanimonas_cellulosilytica_DSM_15894	GCA_000024965.1	Actinobacteria	37.0051562	aerobe	6.657179	Terrestrial	17.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Sanguibacteraceae_Sanguibacter_keddieii_DSM_10542	GCA_000024925.1	Actinobacteria	36.50734431	anaerobe	6.3351316	Terrestrial	20.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Actinoplanes_missouriensis_NBRC_102363	GCA_000284295.1	Actinobacteria	29.79309339	aerobe	5.5410495	Terrestrial	16.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Micromonospora_sp._L5	GCA_000177655.2	Actinobacteria	34.1088813	aerobe	5.408187	Terrestrial	15.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Verrucosispora_maris_AB_18_032	GCA_000204155.1	Actinobacteria	38.06423632	aerobe	5.874775	Terrestrial	12.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Aeromicrobium_marinum_DSM_15272	GCA_000160775.2	Actinobacteria	32.6360865	aerobe	7.254957	Terrestrial	19.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Kribbella_flavida_DSM_17836	GCA_000024345.1	Actinobacteria	34.29878141	aerobe	6.2116504	Terrestrial	16.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Nocardioidaceae_bacterium_Broad_1_cont1.61	GCA_000192415.1	Actinobacteria	31.67657788	aerobe	5.9271526		
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Nocardioides_sp._JS614	GCA_000015265.1	Actinobacteria	32.33590339	aerobe	6.9326973	Terrestrial	13.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Propionibacteriaceae_Microlunatus_phosphovorus_NM_1	GCA_000270245.1	Actinobacteria	33.04197015	aerobe	5.702941	Terrestrial	24.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Propionibacteriaceae_Propionibacterium_acnes_KPA171202	GCA_000008345.1	Actinobacteria	33.26438928	anaerobe	6.478409		
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Actinoalloteichus_cyanogriseus_DSM_43889	GCA_000429185.2	Actinobacteria	31.60586245	aerobe	5.940211	Terrestrial	21.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Actinosynnema_mirum_DSM_43827	GCA_000023245.1	Actinobacteria	30.01260903	aerobe	6.3486047	Terrestrial	17.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Amycolatopsis_mediterranei_RB	GCA_000454025.1	Actinobacteria	28.44252892	aerobe	6.4588985	Terrestrial	19.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Kutzneria_albida_DSM_43870	GCA_000525635.1	Actinobacteria	35.49610465	aerobe	6.7823796	Terrestrial	18.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Pseudonocardia_dioxanivorans_CB1190	GCA_000196675.2	Actinobacteria	32.60136804	aerobe	6.2091765	Terrestrial	13.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Saccharomonospora_viridis_DSM_43017	GCA_000023865.1	Actinobacteria	36.30499947	aerobe	6.4032207	Terrestrial	19.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Saccharopolyspora_erythraea_NRRL_2338	GCA_000062885.1	Actinobacteria	32.92692744	aerobe	5.9985495	Terrestrial	14.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Saccharothrix_espanaensis_DSM_44229	GCA_000328705.1	Actinobacteria	32.25577597	aerobe	5.2583795	Terrestrial	14.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Thermobispora_bispora_DSM_43833	GCA_000092645.1	Actinobacteria	39.52615834	aerobe	6.9178057	Engineered	5.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Kitasatospora_setae_KM_6054_NBRC_14216	GCA_000269985.1	Actinobacteria	28.94405566	aerobe	6.7165823	Terrestrial	16.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Streptomyces_coelicolor_A32	GCA_000203835.1	Actinobacteria	29.41748994	aerobe	5.6209574		
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Streptomycetaceae_bacterium_MP113_05	GCA_000497405.1	Actinobacteria	28.48937481	aerobe	6.665119	Terrestrial	16.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Nocardiopsaceae_Marinactinospora_thermotolerans_DSM_45154	GCA_900167435.1	Actinobacteria	32.74036034	aerobe	6.6781993	Terrestrial	13.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Nocardiopsaceae_Nocardiopsis_alba_ATCC_BAA_2165	GCA_000294515.1	Actinobacteria	26.06570981	aerobe	6.1986933	Host-associated	9.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Streptosporangiaceae_Microbispora_sp._ATCC_PTA_5024	GCA_000511135.2	Actinobacteria	33.43184628	aerobe	6.986062		
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Streptosporangiaceae_Streptosporangium_roseum_DSM_43021	GCA_000024865.1	Actinobacteria	31.89724475	aerobe	6.2572584	Terrestrial	19.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Thermomonosporaceae_Thermomonospora_curvata_DSM_43183	GCA_000024385.1	Actinobacteria	40.66414768	aerobe	5.8884687	Terrestrial	13.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_animalis_animalis_ATCC_25527	GCA_000260715.1	Actinobacteria	31.91811786	anaerobe	7.0234237	Host-associated	8.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Gardnerella_vaginalis_409_05	GCA_000025205.1	Actinobacteria	33.19327235	anaerobe	6.4589195	Host-associated	7.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Parascardovia_denticolens_DSM_10105_Contig1484	GCA_000191785.1	Actinobacteria	33.79817571	anaerobe	6.505198	Host-associated	2.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Scardovia_inopinata_F0304_genomic_scaffold_supercont1.1	GCA_000163755.1	Actinobacteria	31.03615133	anaerobe	5.982956	Host-associated	1.0
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_unclassified_Bifidobacteriales_Turicella_otitidis_ATCC_51513	GCA_000296405.1	Actinobacteria	34.11569551	aerobe	6.5248456	Host-associated	3.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Adlercreutzia_equolifaciens_DSM_19450	GCA_000478885.1	Actinobacteria	34.25882562	anaerobe	6.175619	Host-associated	6.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Atopobium_parvulum_DSM_20469	GCA_000024225.1	Actinobacteria	37.49358397	anaerobe	6.6517906	Host-associated	5.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Atopobium_rimae_ATCC_49626	GCA_000174015.1	Actinobacteria	35.28542879	anaerobe	6.7213917	Host-associated	5.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Collinsella_intestinalis_DSM_13280	GCA_000156175.1	Actinobacteria	34.39819302	anaerobe	6.790001	Host-associated	8.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Coriobacterium_glomerans_PW2_DSM_20642	GCA_000195315.1	Actinobacteria	25.3120757	anaerobe	7.0913215	Host-associated	4.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Cryptobacterium_curtum_DSM_15641	GCA_000023845.1	Actinobacteria	32.11731782	anaerobe	7.0425715	Host-associated	2.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Denitrobacterium_detoxificans_DSM_21843	GCA_900110565.1	Actinobacteria	34.77468285	anaerobe	5.580155		
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Eggerthella_lenta_DSM_2243	GCA_000024265.1	Actinobacteria	33.95197612	anaerobe	5.7552185	Host-associated	3.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Eggerthella_sp._YY7918	GCA_000270285.1	Actinobacteria	37.31372686	anaerobe	5.63583	Host-associated	2.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Enterorhabdus_caecimuris_B7	GCA_000403355.2	Actinobacteria	34.53739368	anaerobe	6.443977	Host-associated	4.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Olsenella_sp.OF0356	GCA_000233535.1	Actinobacteria	36.13405398	anaerobe	6.514159	Host-associated	10.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Olsenella_uli_DSM_7084	GCA_000143845.1	Actinobacteria	33.42756275	anaerobe	6.860262	Host-associated	7.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Slackia_heliotrinireducens_DSM_20476	GCA_000023885.1	Actinobacteria	39.05065805	anaerobe	5.8124323	Host-associated	4.0
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Slackia_piriformis_YIT_12062	GCA_000296445.1	Actinobacteria	40.22248874	anaerobe	6.7291703	Host-associated	2.0
Bacteria_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_bronchialis_DSM_43247	GCA_000024785.1	Actinobacteria	30.98137459	aerobe	6.6371894	Terrestrial	20.0
Bacteria_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_sp._KTR9	GCA_000143885.2	Actinobacteria	29.96897161	aerobe	5.796789	Terrestrial	19.0
Bacteria_Actinobacteria_Actinobacteria_Micrococcales_Microbacteriaceae_Candidatus_Rhodoluna_lacicola_MWH_Ta8_Sequence_finished_Aug._2010	GCA_000699505.1	Actinobacteria	27.72718147	anaerobe	6.301064	Freshwater	17.0
Bacteria_Actinobacteria_Actinobacteria_Micrococcales_Micrococcaceae_Rothia_dentocariosa_ATCC_17931	GCA_000164695.2	Actinobacteria	37.09500233	anaerobe	6.56417	Terrestrial	24.0
Bacteria_Actinobacteria_Actinobacteria_Propionibacteriales_Propionibacteriaceae_Propionibacterium_CG1_02_FULL_Propionibacterium_60_36	GCA_001872645.1	Actinobacteria	33.59608454	anaerobe	5.7349977		
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Rubrobacterales_Rubrobacterineae_Rubrobacteraceae_Rubrobacter_xylanophilus_DSM_9941	GCA_000014185.1	Actinobacteria	44.81305989	aerobe	6.388385	Terrestrial	3.0
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Solirubrobacterales_CG2_30_FULL_Actinobacteria_50_142	GCA_001871795.1	Actinobacteria	41.50824209	anaerobe	6.084209	Freshwater	2.0
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Solirubrobacterales_Conexibacteraceae_Conexibacter_woesei_DSM_14684	GCA_000025265.1	Actinobacteria	24.66772905	aerobe	6.005014	Terrestrial	13.0
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Solirubrobacterales_Patulibacteraceae_Patulibacter_sp._I11	GCA_000240225.2	Actinobacteria	28.06722773	aerobe	6.5205483		
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Thermoleophilales_Thermoleophilaceae_Thermoleophilum_album_ATCC_35263	GCA_900108055.1	Actinobacteria	44.5393296	anaerobe	6.421662	Terrestrial	4.0
Bacteria_Actinobacteria_Actinobacteria_unclassified_Actinobacteria_Candidatus_Microthrix_parvicella_Bio17_1	GCA_000455525.1	Actinobacteria	25.90143595	aerobe	6.017086		
Bacteria_Actinobacteria_marine_actinobacterium_IMCC13023	GCA_000257665.1	Actinobacteria	28.05211227	anaerobe	6.4894147	Freshwater	16.0
Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Aquifex_aeolicus_VF5	GCA_000008625.1	Aquificae	85.105696	anaerobe	6.5500536		
Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Hydrogenobacter_thermophilus_TK_6	GCA_000010785.1	Aquificae	71.28312023	anaerobe	6.5974016	Hydrothermal	1.0
Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Hydrogenobaculum_sp._HO_Finished_QAed	GCA_000341855.1	Aquificae	58.4223285	anaerobe	6.3336554	Hydrothermal	1.0
Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Thermocrinis_albus_DSM_14484	GCA_000025605.1	Aquificae	70.68946941	anaerobe	6.346974	Hydrothermal	2.0
Bacteria_Aquificae_Aquificae_Aquificales_Desulfurobacteriaceae_Desulfurobacterium_thermolithotrophum_DSM_11699	GCA_000191045.1	Aquificae	60.12674596	anaerobe	6.194153		
Bacteria_Aquificae_Aquificae_Aquificales_Desulfurobacteriaceae_Thermovibrio_ammonificans_HB_1	GCA_000185805.1	Aquificae	75.26467129	anaerobe	5.797991		
Bacteria_Aquificae_Aquificae_Aquificales_Hydrogenothermaceae_Persephonella_marina_EX_H1	GCA_000021565.1	Aquificae	66.62579175	anaerobe	6.053042		
Bacteria_Aquificae_Aquificae_Aquificales_Hydrogenothermaceae_Sulfurihydrogenibium_azorense_Az_Fu1	GCA_000021545.1	Aquificae	65.49924696	anaerobe	6.8476768		
Bacteria_Armatimonadetes_Chthonomonadetes_Chthonomonadales_Chthonomonadaceae_Chthonomonas_calidirosea_T49_EMBL_Bank_version_circular_IHQD	GCA_000427095.1	Armatimonadetes	49.19014411	anaerobe	6.4337945	Terrestrial	1.0
Bacteria_Armatimonadetes_Fimbriimonas_ginsengisoli_Gsoil_348	GCA_000724625.1	Armatimonadetes	33.47132861	anaerobe	6.137538	Terrestrial	5.0
Bacteria_Atribacteria_RBG_19FT_COMBO_JS1_35_14	GCA_001773955.1	Atribacteria	46.64891418	anaerobe	6.445807	Saline	12.0
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidetes_Order_II._Incertae_sedis_Rhodothermaceae_Rhodothermus_marinus_DSM_4252	GCA_000024845.1	Bacteroidetes	55.44202623	aerobe	5.8996778	Hydrothermal	1.0
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_fragilis_NCTC_9343	GCA_000025985.1	Bacteroidetes	38.34749238	anaerobe	6.4792476		
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_pectinophilus_ATCC_43243_unfinished_sequence	GCA_000155855.1	Bacteroidetes	41.81261364	anaerobe	6.3904386	Host-associated	12.0
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Candidatus_Azobacteroides_pseudotrichonymphae_genomovar._CFP2	GCA_000010645.1	Bacteroidetes	38.77167698	anaerobe	6.9219756		
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_viscericola_C46_DSM_18177	GCA_000512915.1	Bacteroidetes	41.53054339	anaerobe	6.5663857	Host-associated	4.0
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Coprobacter_fastidiosus_NSB1	GCA_000473955.1	Bacteroidetes	37.12042537	anaerobe	6.5581336	Host-associated	4.0
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Dysgonomonas_gadei_ATCC_BAA_286_cont1.32	GCA_000213555.1	Bacteroidetes	35.68065752	anaerobe	6.501632	Host-associated	5.0
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_splanchnicus_DSM_20712	GCA_000190535.1	Bacteroidetes	41.00379633	anaerobe	7.0795684	Host-associated	9.0
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Paludibacter_propionicigenes_WB4	GCA_000183135.1	Bacteroidetes	31.11356648	anaerobe	6.4227653	Terrestrial	16.0
